outer_fold,seed_index,config_id,fit_rows,fit_features,validation_rows,projection_components,projection_hash,validation_outcomes_used
CV04,17,TSQR-08,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,18,TSQR-04,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,18,TSQR-06,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,18,TSQR-08,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,19,TSQR-04,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,19,TSQR-06,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,19,TSQR-08,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,20,TSQR-04,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,20,TSQR-06,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,20,TSQR-08,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV05,1,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,1,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,1,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,2,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,2,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,2,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,3,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,3,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,3,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,4,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,4,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,4,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,5,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,5,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,5,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,6,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,6,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,6,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,7,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,7,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,7,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,8,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,8,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,8,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,9,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,9,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,9,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,10,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,10,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,10,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,11,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,11,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,11,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,12,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,12,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,12,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,13,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,13,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,13,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,14,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,14,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,14,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,15,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,15,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,15,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,16,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,16,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,16,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,17,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,17,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,17,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,18,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,18,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,18,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,19,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,19,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,19,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,20,TSQR-04,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,20,TSQR-06,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,20,TSQR-08,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
